,Scheme Code,ISIN Div Payout/ ISIN Growth,ISIN Div Reinvestment,Scheme Name,Net Asset Value,Date
12040,127714,INF109KA14Z9,-,ICICI Prudential Fixed Maturity Plan-Series 73-366 Days Plan B - Cumulative,12.8966,2017-04-10
12041,127712,INF109KA16Z4,-,ICICI Prudential Fixed Maturity Plan-Series 73-366 Days Plan B - Direct Plan - Cumulative,12.9309,2017-04-10
12042,127717,INF109KB1078,-,ICICI Prudential Fixed Maturity Plan-Series 73-368 Days Plan D - Cumulative,13.9201,2018-06-25
12043,127716,INF109KB1094,-,ICICI Prudential Fixed Maturity Plan-Series 73-368 Days Plan D - Direct Plan - Cumulative,13.9822,2018-06-25
12044,127718,INF109KB1086,-,ICICI Prudential Fixed Maturity Plan-Series 73-368 Days Plan D - Dividend,13.8018,2018-06-25
12045,128357,INF109KB1516,-,ICICI Prudential Fixed Maturity Plan-Series 73-368 Days Plan M - Cumulative,12.7846,2017-04-05
12046,128354,INF109KB1532,-,ICICI Prudential Fixed Maturity Plan-Series 73-368 Days Plan M - Direct Plan - Cumulative,12.8167,2017-04-05
12047,128356,INF109KB1524,-,ICICI Prudential Fixed Maturity Plan-Series 73-368 Days Plan M - Dividend,12.7259,2017-04-05
12048,128814,INF109KB1599,-,ICICI Prudential Fixed Maturity Plan-Series 73-368 Days Plan R - Cumulative,12.7817,2017-04-18
12049,128812,INF109KB1615,-,ICICI Prudential Fixed Maturity Plan-Series 73-368 Days Plan R - Direct Plan - Cumulative,12.7963,2017-04-18
12050,128058,INF109KB1037,-,ICICI Prudential Fixed Maturity Plan-Series 73-369 Days Plan H - Cumulative,12.8782,2017-04-17
12051,128060,INF109KB1052,-,ICICI Prudential Fixed Maturity Plan-Series 73-369 Days Plan H - Direct Plan - Cumulative,12.9113,2017-04-17
12052,128652,INF109KB1631,-,ICICI Prudential Fixed Maturity Plan-Series 73-369 Days Plan P- Cumulative,12.793,2017-04-18
12053,128650,INF109KB1656,-,ICICI Prudential Fixed Maturity Plan-Series 73-369 Days Plan P- Direct Plan - Cumulative,12.8174,2017-04-18
12054,128653,INF109KB1649,-,ICICI Prudential Fixed Maturity Plan-Series 73-369 Days Plan P- Dividend,12.7343,2017-04-18
12055,128811,INF109KB1912,-,ICICI Prudential Fixed Maturity Plan-Series 73-369 Days Plan S- Cumulative,13.9181,2018-07-10
12056,128808,INF109KB1938,-,ICICI Prudential Fixed Maturity Plan-Series 73-369 Days Plan S- Direct Plan - Cumulative,13.9741,2018-07-10
12057,128810,INF109KB1920,-,ICICI Prudential Fixed Maturity Plan-Series 73-369 Days Plan S- Dividend,12.7514,2017-04-25
12058,128818,INF109KB1AL8,-,ICICI Prudential Fixed Maturity Plan-Series 73-369 Days Plan T - Cumulative,13.9197,2018-07-10
12059,128816,INF109KB1AN4,-,ICICI Prudential Fixed Maturity Plan-Series 73-369 Days Plan T - Direct Plan - Cumulative,13.965,2018-07-10
12060,128819,INF109KB1AM6,-,ICICI Prudential Fixed Maturity Plan-Series 73-369 Days Plan T - Dividend,12.75,2017-04-27
12061,128648,INF109KB1AH6,-,ICICI Prudential Fixed Maturity Plan-Series 73-376 Days Plan Q - Cumulative,13.9185,2018-07-10
12062,128646,INF109KB1AJ2,-,ICICI Prudential Fixed Maturity Plan-Series 73-376 Days Plan Q - Direct Plan - Cumulative,13.9786,2018-07-10
12063,128649,INF109KB1AI4,-,ICICI Prudential Fixed Maturity Plan-Series 73-376 Days Plan Q - Dividend,12.1965,2017-04-25
12064,128352,INF109KB1870,-,ICICI Prudential Fixed Maturity Plan-Series 73-378 Days Plan N - Cumulative,12.7921,2017-04-20
12065,128350,INF109KB1896,-,ICICI Prudential Fixed Maturity Plan-Series 73-378 Days Plan N - Direct Plan - Cumulative,12.8723,2017-04-20
12066,128498,INF109KB1AP9,-,ICICI Prudential Fixed Maturity Plan-Series 73-378 Days Plan O - Cumulative,13.8839,2018-07-10
12067,128496,INF109KB1AR5,-,ICICI Prudential Fixed Maturity Plan-Series 73-378 Days Plan O - Direct Plan - Cumulative,13.9663,2018-07-10
12068,128497,INF109KB1AS3,-,ICICI Prudential Fixed Maturity Plan-Series 73-378 Days Plan O - Direct Plan - Dividend,12.8117,2017-04-25
12069,128499,INF109KB1AQ7,-,ICICI Prudential Fixed Maturity Plan-Series 73-378 Days Plan O - Dividend,12.7562,2017-04-25
12070,128203,INF109KB1839,-,ICICI Prudential Fixed Maturity Plan-Series 73-383 Days Plan K - Cumulative,13.9708,2018-07-10
12071,128201,INF109KB1854,-,ICICI Prudential Fixed Maturity Plan-Series 73-383 Days Plan K - Direct Plan - Cumulative,14.0538,2018-07-10
12072,128204,INF109KB1847,-,ICICI Prudential Fixed Maturity Plan-Series 73-383 Days Plan K - Dividend,12.7844,2017-04-25
12073,128075,INF109KB1BJ0,-,ICICI Prudential Fixed Maturity Plan-Series 73-390 Days Plan I - Cumulative,13.9537,2018-07-10
12074,128076,INF109KB1BL6,-,ICICI Prudential Fixed Maturity Plan-Series 73-390 Days Plan I - Direct Plan - Cumulative,14.0436,2018-07-10
12075,128077,INF109KB1BK8,-,ICICI Prudential Fixed Maturity Plan-Series 73-390 Days Plan I - Dividend,12.7959,2017-04-27
12076,128038,INF109KB1797,-,ICICI Prudential Fixed Maturity Plan-Series 73-391 Days Plan G - Cumulative,13.8464,2018-04-05
12077,128040,INF109KB1813,-,ICICI Prudential Fixed Maturity Plan-Series 73-391 Days Plan G - Direct Plan - Cumulative,13.9437,2018-04-05
12078,128039,INF109KB1805,-,ICICI Prudential Fixed Maturity Plan-Series 73-391 Days Plan G - Dividend,13.1265,2018-04-05
12079,128044,INF109KB1755,-,ICICI Prudential Fixed Maturity Plan-Series 73-392 Days Plan F - Cumulative,12.8882,2017-04-20
12080,128042,INF109KB1771,-,ICICI Prudential Fixed Maturity Plan-Series 73-392 Days Plan F - Direct Plan - Cumulative,12.951,2017-04-20
12081,127720,INF109KB1BN2,-,ICICI Prudential Fixed Maturity Plan-Series 73-407 Days Plan C - Cumulative,14.0174,2018-07-10
12082,127722,INF109KB1BP7,-,ICICI Prudential Fixed Maturity Plan-Series 73-407 Days Plan C - Direct Plan - Cumulative,14.1305,2018-07-10
12083,127721,INF109KB1BO0,-,ICICI Prudential Fixed Maturity Plan-Series 73-407 Days Plan C - Dividend,12.8551,2017-04-27
12084,128113,INF109KB1XP1,-,ICICI Prudential Fixed Maturity Plan-Series 73-830 Days Plan J - Cumulative,13.2093,2017-08-07
12085,128112,INF109KB1XR7,-,ICICI Prudential Fixed Maturity Plan-Series 73-830 Days Plan J - Direct Plan - Cumulative,13.3388,2017-08-07
12086,128111,INF109KB1XS5,-,ICICI Prudential Fixed Maturity Plan-Series 73-830 Days Plan J - Direct Plan - Dividend,12.4137,2017-08-07
12087,128114,INF109KB1XQ9,-,ICICI Prudential Fixed Maturity Plan-Series 73-830 Days Plan J - Dividend,12.3287,2017-08-07
12088,130002,INF109KB1GV4,-,ICICI Prudential Fixed Maturity Plan -Series 74 -368 Days Plan R Cumulative Option,12.8601,2017-07-27
12089,130000,INF109KB1GT8,-,ICICI Prudential Fixed Maturity Plan -Series 74 -368 Days Plan R Direct Plan Cumulative Option,12.8862,2017-07-27
12090,129999,INF109KB1GU6,-,ICICI Prudential Fixed Maturity Plan -Series 74 -368 Days Plan R Direct Plan Dividend Option,10.6233,2015-06-08
12091,130001,INF109KB1GW2,-,ICICI Prudential Fixed Maturity Plan-Series 74-368 Days Plan R Dividend Option,12.4814,2017-07-27
12092,129967,INF109KB1GJ9,-,ICICI Prudential Fixed Maturity Plan - Series 74 - 370 Days Plan Q Cumulative Option,12.8593,2017-07-27
12093,129968,INF109KB1GH3,-,ICICI Prudential Fixed Maturity Plan - Series 74 -370 Days Plan Q Direct Plan Cumulative Option,12.8848,2017-07-27
12094,129970,INF109KB1GI1,-,ICICI Prudential Fixed Maturity Plan -Series 74 -370 Days Plan Q Direct Plan Dividend Option,12.8257,2017-07-27
12095,129969,INF109KB1GK7,-,ICICI Prudential Fixed Maturity Plan -Series 74 -370 Days Plan Q Dividend Option,12.8002,2017-07-27
12096,129254,INF109KA1TH7,-,ICICI Prudential Fixed Maturity Plan-Series 74-1092 Days Plan G - Cumulative,13.1435,2017-07-24
12097,129252,INF109KA1TJ3,-,ICICI Prudential Fixed Maturity Plan-Series 74-1092 Days Plan G - Direct Plan - Cumulative,13.3092,2017-07-24
12098,129253,INF109KA1TK1,-,ICICI Prudential Fixed Maturity Plan-Series 74-1092 Days Plan G - Direct Plan - Dividend,12.5647,2017-07-24
12099,129255,INF109KA1TI5,-,ICICI Prudential Fixed Maturity Plan-Series 74-1092 Days Plan G - Dividend,12.4345,2017-07-24
12100,129797,INF109KA1VB6,-,ICICI Prudential Fixed Maturity Plan - Series 74 - 1092 Days Plan P - Cumulative Option,13.0718,2017-08-28
12101,129800,INF109KA1VC4,-,ICICI Prudential Fixed Maturity Plan - Series 74 - 1092 Days Plan P - Dividend Option,12.4108,2017-08-28
12102,129799,INF109KA1VE0,-,ICICI Prudential Fixed Maturity Plan - Series 74 - 1092 Days Plan P Direct Plan Dividend Option,12.5101,2017-08-28
12103,129798,INF109KA1VD2,-,ICICI Prudential Fixed Maturity Plan - Series 74 - 1092 Days Plan P Direct Plan-Cumulative Option,13.19,2017-08-28
12104,129243,INF109KB1CP5,-,ICICI Prudential Fixed Maturity Plan-Series 74-367 Days Plan C - Cumulative,13.7983,2018-07-10
12105,129240,INF109KB1CR1,-,ICICI Prudential Fixed Maturity Plan-Series 74-367 Days Plan C - Direct Plan - Cumulative,13.8415,2018-07-10
12106,129241,INF109KB1CQ3,-,ICICI Prudential Fixed Maturity Plan-Series 74-367 Days Plan C - Dividend,12.176,2017-04-27
12107,129244,INF109KB1DY5,-,ICICI Prudential Fixed Maturity Plan-Series 74-367 Days Plan D - Cumulative,12.974,2017-07-17
12108,129246,INF109KB1EK2,-,ICICI Prudential Fixed Maturity Plan-Series 74-367 Days Plan D - Direct Plan - Cumulative,13.0189,2017-07-17
12109,129245,INF109KB1DZ2,-,ICICI Prudential Fixed Maturity Plan-Series 74-367 Days Plan D - Dividend,12.4361,2017-07-17
12110,129412,INF109KB1DV1,-,ICICI Prudential Fixed Maturity Plan Series 74 368 Days Plan H Cumulative Option,12.9674,2017-07-17
12111,129410,INF109KB1DW9,-,ICICI Prudential Fixed Maturity Plan Series 74 368 Days Plan H Direct Plan Cumulative Option,12.9978,2017-07-17
12112,129409,INF109KB1EJ4,-,ICICI Prudential Fixed Maturity Plan Series 74 368 Days Plan H Dividend Option,12.908,2017-07-17
12113,129644,INF109KB1EX5,-,ICICI Prudential Fixed Maturity Plan -Series 74 -368 Days Plan J Cumulative Option,12.9502,2017-07-24
12114,129642,INF109KB1FA0,-,ICICI Prudential Fixed Maturity Plan -Series 74 -368 Days Plan J Direct Plan Dividend Option,12.9222,2017-07-24
12115,129643,INF109KB1EZ0,-,ICICI Prudential Fixed Maturity Plan -Series 74 -368 Days Plan J Direct Plan-Cumulative Option,12.9816,2017-07-24
12116,129645,INF109KB1EY3,-,ICICI Prudential Fixed Maturity Plan -Series 74 -368 Days Plan J Dividend Option,12.8908,2017-07-24
12117,129026,INF109KB1CT7,-,ICICI Prudential Fixed Maturity Plan-Series 74-369 Days Plan B - Cumulative,13.8978,2018-07-10
12118,129028,INF109KB1CV3,-,ICICI Prudential Fixed Maturity Plan-Series 74-369 Days Plan B - Direct Plan - Cumulative,13.9616,2018-07-10
12119,129029,INF109KB1CW1,-,ICICI Prudential Fixed Maturity Plan-Series 74-369 Days Plan B - Direct Plan - Dividend,13.8436,2018-07-10
12120,129027,INF109KB1CU5,-,ICICI Prudential Fixed Maturity Plan-Series 74-369 Days Plan B - Dividend,13.7801,2018-07-10
12121,129248,INF109KB1CX9,-,ICICI Prudential Fixed Maturity Plan-Series 74-369 Days Plan F - Cumulative,13.8231,2018-07-10
12122,129249,INF109KB1CZ4,-,ICICI Prudential Fixed Maturity Plan-Series 74-369 Days Plan F - Direct Plan - Cumulative,13.8717,2018-07-10
12123,129472,INF109KB1FB8,-,ICICI Prudential Fixed Maturity Plan -Series 74 -369 Days Plan I - Cumulative Option,12.9887,2017-07-24
12124,129471,INF109KB1FC6,-,ICICI Prudential Fixed Maturity Plan -Series 74 -369 Days Plan I - Dividend Option,10.9302,2015-05-12
12125,129473,INF109KB1FE2,-,ICICI Prudential Fixed Maturity Plan -Series 74 -369 Days Plan I Direct Plan Dividend Option,12.9655,2017-07-24
12126,129470,INF109KB1FD4,-,ICICI Prudential Fixed Maturity Plan -Series 74-369 Days Plan I Direct Plan Cumulative Option,13.0251,2017-07-24
12127,129716,INF109KB1FM5,-,ICICI Prudential Fixed Maturity Plan - Series 74 - 369 Days Plan K - Cumulative Option,12.9072,2017-07-27
12128,129717,INF109KB1FJ1,-,ICICI Prudential Fixed Maturity Plan - Series 74 - 369 Days Plan K Direct Plan Dividend Option,10.9092,2015-05-26
12129,129715,INF109KB1FL7,-,ICICI Prudential Fixed Maturity Plan -Series 74 - 369 Days Plan K - Dividend Option,12.848,2017-07-27
12130,129718,INF109KB1FK9,-,ICICI Prudential Fixed Maturity Plan -Series 74 -369 Days Plan K Direct Plan Cumulative Option,12.9387,2017-07-27
12131,129916,INF109KB1GR2,-,ICICI Prudential Fixed Maturity Plan -Series 74 -369 Days Plan L - Cumulative Option,12.8812,2017-07-27
12132,129913,INF109KB1GS0,-,ICICI Prudential Fixed Maturity Plan -Series 74 -369 Days Plan L - Dividend Option,12.8233,2017-07-27
12133,129915,INF109KB1GP6,-,ICICI Prudential Fixed Maturity Plan -Series 74 -369 Days Plan L Direct Plan Cumulative Option,12.9043,2017-07-27
12134,129914,INF109KB1GQ4,-,ICICI Prudential Fixed Maturity Plan-Series 74- 369 Days Plan L Direct Plan Dividend Option,10.9025,2015-06-01
12135,129024,INF109KB1CL4,-,ICICI Prudential Fixed Maturity Plan-Series 74-370 Days Plan A - Cumulative,13.8662,2018-07-10
12136,129022,INF109KB1CN0,-,ICICI Prudential Fixed Maturity Plan-Series 74-370 Days Plan A - Direct Plan - Cumulative,13.9004,2018-07-10
12137,129023,INF109KB1CO8,-,ICICI Prudential Fixed Maturity Plan-Series 74-370 Days Plan A - Direct Plan - Dividend,12.7388,2017-04-27
12138,129025,INF109KB1CM2,-,ICICI Prudential Fixed Maturity Plan-Series 74-370 Days Plan A - Dividend,12.7039,2017-04-27
12139,130005,INF109KB1HV2,-,ICICI Prudential Fixed Maturity Plan -Series 74 -370 Days Plan S  Cumulative Option,12.7833,2017-07-27
12140,130008,INF109KB1HX8,-,ICICI Prudential Fixed Maturity Plan -Series 74 -370 Days Plan S Direct Plan Cumulative Option,12.8002,2017-07-27
12141,130007,INF109KB1HY6,-,ICICI Prudential Fixed Maturity Plan -Series 74 -370 Days Plan S Direct Plan Dividend Option,12.4505,2017-07-27
12142,130006,INF109KB1HW0,-,ICICI Prudential Fixed Maturity Plan -Series 74 -370 Days Plan S Dividend Option,12.4358,2017-07-27
12143,135717,INF109KB1ON5,-,ICICI Prudential Multiple Yield Fund - Series 10 - 1775 Days Plan A Cumulative Option,13.89,2020-10-16
12144,135718,INF109KB1OP0,-,ICICI Prudential Multiple Yield Fund - Series 10 - 1775 Days Plan A Direct Plan Cumulative Option,14.2742,2020-10-16
12145,135719,INF109KB1OQ8,-,ICICI Prudential Multiple Yield Fund - Series 10 - 1775 Days Plan A Direct Plan Dividend Option,14.2742,2020-10-16
12146,135720,INF109KB1OO3,-,ICICI Prudential Multiple Yield Fund - Series 10 - 1775 Days Plan A Dividend Option,13.89,2020-10-16
12147,135927,INF109KB1PD3,-,ICICI Prudential Multiple Yield Fund - Series 10 - 1825 Days Plan B Cumulative Option,14.2247,2021-01-11
12148,135924,INF109KB1PE1,-,ICICI Prudential Multiple Yield Fund - Series 10 - 1825 Days Plan B Direct Plan Cumulative Option,15.0573,2021-01-11
12149,135926,INF109KB1PF8,-,ICICI Prudential Multiple Yield Fund - Series 10 - 1825 Days Plan B Direct Plan Dividend Option,15.0573,2021-01-11
12150,135925,INF109KB1PG6,-,ICICI Prudential Multiple Yield Fund - Series 10 - 1825 Days Plan B Dividend Option,14.2247,2021-01-11
12151,139590,INF109KB1YE3,-,ICICI Prudential Multiple Yield Fund - Series 11 - Plan A 1427 Days Cumulative Option,12.9263,2020-07-01
12152,139592,INF109KB1YC7,-,ICICI Prudential Multiple Yield Fund - Series 11 - Plan A 1427 Days Direct Plan Cumulative Option,13.4892,2020-07-01
12153,139593,INF109KB1YD5,-,ICICI Prudential Multiple Yield Fund - Series 11 - Plan A 1427 Days Direct Plan Dividend Option,13.4892,2020-07-01
12154,139591,INF109KB1YF0,-,ICICI Prudential Multiple Yield Fund - Series 11 - Plan A 1427 Days Dividend Option,12.9263,2020-07-01
12155,139763,INF109KB1ZW2,-,ICICI Prudential Multiple Yield Fund - Series 11 - Plan B 1394 Days Cumulative Option,12.5765,2020-07-03
12156,139764,INF109KB1ZU6,-,ICICI Prudential Multiple Yield Fund - Series 11 - Plan B 1394 Days Direct Plan Cumulative Option,13.029,2020-07-03
12157,139765,INF109KB1ZV4,-,ICICI Prudential Multiple Yield Fund - Series 11 - Plan B 1394 Days Direct Plan Dividend Option,13.029,2020-07-03
12158,139766,INF109KB1ZX0,-,ICICI Prudential Multiple Yield Fund - Series 11 - Plan B 1394 Days Dividend Option,12.5765,2020-07-03
12159,139996,INF109KB1G50,-,ICICI Prudential Multiple Yield Fund - Series 11 - Plan C 1387 Days Cumulative Option,12.2091,2020-08-03
12160,139993,INF109KB1G35,-,ICICI Prudential Multiple Yield Fund - Series 11 - Plan C 1387 Days Direct Plan Cumulative Option,12.6591,2020-08-03
12161,139995,INF109KB1G27,-,ICICI Prudential Multiple Yield Fund - Series 11 - Plan C 1387 Days Direct Plan Dividend Option,12.6591,2020-08-03
12162,139994,INF109KB1G43,-,ICICI Prudential Multiple Yield Fund - Series 11 - Plan C 1387 Days Dividend Option,12.2091,2020-08-03
12163,140060,INF109KB1J24,-,ICICI Prudential Multiple Yield Fund - Series 11 - Plan D 1361 Days - Cumulative Option,12.2695,2020-07-30
12164,140058,INF109KB1J08,-,ICICI Prudential Multiple Yield Fund - Series 11 - Plan D 1361 Days - Direct Plan - Cumulative Option,12.7366,2020-07-30
12165,140059,INF109KB1J16,-,ICICI Prudential Multiple Yield Fund - Series 11 - Plan D 1361 Days - Direct Plan - Dividend Option,12.7366,2020-07-30
12166,140057,INF109KB1J32,-,ICICI Prudential Multiple Yield Fund - Series 11 - Plan D 1361 Days - Dividend Option,12.2695,2020-07-30
12167,142381,INF109KC1630,-,ICICI Prudential Multiple Yield Fund - Series 14 - Plan A 1228 Days Cumulative Option,12.6723,2021-07-02
12168,142382,INF109KC1655,-,ICICI Prudential Multiple Yield Fund - Series 14 - Plan A 1228 Days Direct Plan Cumulative Option,12.9582,2021-07-02
12169,142379,INF109KC1663,-,ICICI Prudential Multiple Yield Fund - Series 14 - Plan A 1228 Days Direct Plan IDCW Option,12.9582,2021-07-02
12170,142380,INF109KC1648,-,ICICI Prudential Multiple Yield Fund - Series 14 - Plan A 1228 Days IDCW Option,12.6723,2021-07-02
12171,121513,INF109K017R5,-,ICICI Prudential Multiple Yield Fund - Series 3 - Plan A - Cumulative,13.6795,2016-03-31
12172,121510,INF109K019R1,-,ICICI Prudential Multiple Yield Fund - Series 3 - Plan A - Direct Plan - Cumulative,14.1491,2016-03-31
12173,121512,INF109K010S8,-,ICICI Prudential Multiple Yield Fund - Series 3 - Plan A - Direct Plan - Dividend,12.1627,2016-03-31
12174,121511,INF109K018R3,-,ICICI Prudential Multiple Yield Fund - Series 3 - Plan A -Dividend,11.9359,2016-03-31
12175,122251,INF109K013X2,-,ICICI Prudential Multiple Yield Fund - Series 3 - Plan B - Cumulative,13.4418,2016-05-09
12176,122249,INF109K015X7,-,ICICI Prudential Multiple Yield Fund - Series 3 - Plan B - Direct Plan - Cumulative,13.9543,2016-05-09
12177,122250,INF109K016X5,-,ICICI Prudential Multiple Yield Fund - Series 3 - Plan B - Direct Plan - Dividend,12.2117,2016-05-09
12178,122252,INF109K014X0,-,ICICI Prudential Multiple Yield Fund - Series 3 - Plan B -Dividend,11.9416,2016-05-09
12179,122402,INF109KA1087,-,ICICI Prudential Multiple Yield Fund - Series 3 - Plan C - Cumulative,15.568,2019-04-15
12180,122403,INF109KA1079,-,ICICI Prudential Multiple Yield Fund - Series 3 - Plan C - Direct Plan - Cumulative,16.6135,2019-04-15
12181,122401,INF109KA1061,-,ICICI Prudential Multiple Yield Fund - Series 3 - Plan C - Direct Plan - Dividend,11.9706,2016-05-24
12182,122404,INF109KA1095,-,ICICI Prudential Multiple Yield Fund - Series 3 - Plan C -Dividend,11.726,2016-05-24
12183,122441,INF109KB1WM0,-,ICICI Prudential Multiple Yield Fund - Series 3 - Plan D - Cumulative,15.6067,2019-04-15
12184,122439,INF109KB1WO6,-,ICICI Prudential Multiple Yield Fund - Series 3 - Plan D - Direct Plan - Cumulative,16.5876,2019-04-15
12185,122440,INF109KB1WP3,-,ICICI Prudential Multiple Yield Fund - Series 3 - Plan D - Direct Plan - Dividend,14.3827,2019-04-15
12186,122442,INF109KB1WN8,-,ICICI Prudential Multiple Yield Fund - Series 3 - Plan D -Dividend,13.7375,2019-04-15
12187,122662,INF109KA1442,-,ICICI Prudential Multiple Yield Fund - Series 4 - 1100 Days - Plan C - Cumulative,13.5471,2016-07-07
12188,122661,INF109KA1467,-,ICICI Prudential Multiple Yield Fund - Series 4 - 1100 Days - Plan C - Direct Plan - Cumulative,14.0558,2016-07-07
12189,122664,INF109KA1475,-,ICICI Prudential Multiple Yield Fund - Series 4 - 1100 Days - Plan C - Direct Plan - Dividend,12.1789,2016-07-07
12190,122663,INF109KA1459,-,ICICI Prudential Multiple Yield Fund - Series 4 - 1100 Days - Plan C - Dividend,11.9043,2016-07-07
12191,122853,INF109KA1806,-,ICICI Prudential Multiple Yield Fund - Series 4 - 1100 Days - Plan E - Cumulative,13.868,2016-07-28
12192,122850,INF109KA1822,-,ICICI Prudential Multiple Yield Fund - Series 4 - 1100 Days - Plan E - Direct Plan - Cumulative,14.3494,2016-07-28
12193,122852,INF109KA1830,-,ICICI Prudential Multiple Yield Fund - Series 4 - 1100 Days - Plan E - Direct Plan - Dividend,12.5218,2016-07-28
12194,122851,INF109KA1814,-,ICICI Prudential Multiple Yield Fund - Series 4 - 1100 Days - Plan E -Dividend,12.2607,2016-07-28
12195,122532,INF109KA1285,-,ICICI Prudential Multiple Yield Fund - Series 4 - 1825 Days - Plan A - Direct Plan - Cumulative,17.3967,2018-06-04
12196,122533,INF109KA1293,-,ICICI Prudential Multiple Yield Fund - Series 4 - 1825 Days - Plan A - Direct Plan - Dividend,14.5419,2018-06-04
12197,122534,INF109KA1277,-,ICICI Prudential Multiple Yield Fund - Series 4 - 1825 Days - Plan A - Dividend,14.062,2018-06-04
12198,122535,INF109KA1269,-,ICICI Prudential Multiple Yield Fund - Series 4 - 1825 Days - Plan A -Cumulative,16.5747,2018-06-04
12199,122658,INF109KA1483,-,ICICI Prudential Multiple Yield Fund - Series 4 - 1825 Days - Plan B - Cumulative,16.5577,2018-07-02
12200,122659,INF109KA1509,-,ICICI Prudential Multiple Yield Fund - Series 4 - 1825 Days - Plan B - Direct Plan - Cumulative,17.5395,2018-07-02
12201,122657,INF109KA1517,-,ICICI Prudential Multiple Yield Fund - Series 4 - 1825 Days - Plan B - Direct Plan - Dividend,14.6872,2018-07-02
12202,122660,INF109KA1491,-,ICICI Prudential Multiple Yield Fund - Series 4 - 1825 Days - Plan B -Dividend,14.0745,2018-07-02
12203,122755,INF109KA1566,-,ICICI Prudential Multiple Yield Fund - Series 4 - 1825 Days - Plan D - Cumulative,16.4553,2018-07-03
12204,122754,INF109KA1582,-,ICICI Prudential Multiple Yield Fund - Series 4 - 1825 Days - Plan D - Direct Plan - Cumulative,17.2792,2018-07-03
12205,122753,INF109KA1590,-,ICICI Prudential Multiple Yield Fund - Series 4 - 1825 Days - Plan D - Direct Plan - Dividend,14.3576,2018-07-03
12206,122756,INF109KA1574,-,ICICI Prudential Multiple Yield Fund - Series 4 - 1825 Days - Plan D -Dividend,13.883,2018-07-03
12207,124138,INF109KA1DH1,-,ICICI Prudential Multiple Yield Fund - Series 5 - 1100 Days - Plan A - Cumulative,14.1024,2016-09-27
12208,124140,INF109KA1DF5,-,ICICI Prudential Multiple Yield Fund - Series 5 - 1100 Days - Plan A - Direct Plan - Cumulative,14.7044,2016-09-27
12209,124141,INF109KA1DG3,-,ICICI Prudential Multiple Yield Fund - Series 5 - 1100 Days - Plan A - Direct Plan - Dividend,12.8852,2016-09-27
12210,124139,INF109KA1DI9,-,ICICI Prudential Multiple Yield Fund - Series 5 - 1100 Days - Plan A - Dividend,12.5433,2016-09-27
12211,125263,INF109KA1HB5,-,ICICI Prudential Multiple Yield Fund - Series 5 - 1100 Days - Plan B - Direct Plan - Cumulative,13.7804,2016-12-07
12212,125260,INF109KA1HC3,-,ICICI Prudential Multiple Yield Fund - Series 5 - 1100 Days - Plan B - Direct Plan - Dividend,12.5216,2016-12-07
12213,125262,INF109KA1HE9,-,ICICI Prudential Multiple Yield Fund - Series 5 - 1100 Days - Plan B - Dividend,12.1846,2016-12-07
12214,125261,INF109KA1HD1,-,ICICI Prudential Multiple Yield Fund - Series 5 - 1100 Days - Plan B -Cumulative,13.2516,2016-12-07
12215,126114,INF109KA1JP1,-,ICICI Prudential Multiple Yield Fund - Series 5 - 1100 Days - Plan D - Direct Plan - Cumulative,14.0847,2017-02-01
12216,126115,INF109KA1JQ9,-,ICICI Prudential Multiple Yield Fund - Series 5 - 1100 Days - Plan D - Direct Plan - Dividend,12.826,2017-02-01
12217,126116,INF109KA1JN6,-,ICICI Prudential Multiple Yield Fund - Series 5 - 1100 Days - Plan D -Cumulative,13.4961,2017-02-01
12218,126113,INF109KA1JO4,-,ICICI Prudential Multiple Yield Fund - Series 5 - 1100 Days - Plan D -Dividend,12.4104,2017-02-01
12219,126086,INF109KA1JJ4,-,ICICI Prudential Multiple Yield Fund - Series 5 - 1825 Days - Plan C - Cumulative,15.541,2019-01-07
12220,126088,INF109KA1JL0,-,ICICI Prudential Multiple Yield Fund - Series 5 - 1825 Days - Plan C - Direct Plan - Cumulative,16.5513,2019-01-07
12221,126087,INF109KA1JK2,-,ICICI Prudential Multiple Yield Fund - Series 5 - 1825 Days - Plan C - Dividend,13.8636,2019-01-07
12222,127129,INF109KA1ND9,-,ICICI Prudential Multiple Yield Fund - Series 6 - 1100 Days - Plan A - Direct Plan - Cumulative,13.9143,2017-02-28
12223,127131,INF109KA1NB3,-,ICICI Prudential Multiple Yield Fund - Series 6 - 1100 Days - Plan A -Cumulative,13.356,2017-02-28
12224,127132,INF109KA1NC1,-,ICICI Prudential Multiple Yield Fund - Series 6 - 1100 Days - Plan A -Dividend,12.3592,2017-02-28
12225,129068,INF109KA1SP2,-,ICICI Prudential Multiple Yield Fund - Series 6 - 1100 Days - Plan E - Direct Plan - Cumulative,13.5358,2017-05-02
12226,129067,INF109KA1SQ0,-,ICICI Prudential Multiple Yield Fund - Series 6 - 1100 Days - Plan E - Direct Plan - Dividend,12.6864,2017-05-02
12227,129066,INF109KA1SN7,-,ICICI Prudential Multiple Yield Fund - Series 6 - 1100 Days - Plan E -Cumulative,12.9746,2017-05-02
12228,129069,INF109KA1SO5,-,ICICI Prudential Multiple Yield Fund - Series 6 - 1100 Days - Plan E -Dividend,12.2433,2017-05-02
12229,128207,INF109KA1PP8,-,ICICI Prudential Multiple Yield Fund - Series 6 - 1125 Days - Plan B - Cumulative,13.1596,2017-04-24
